gw_timestamp,time_stamp,err_flag,wind_velocity,wind_direction,temperature,humidity,air_pressure,illuminance,rain_level,ultra_violet_a,ultra_violet_b,acceleration_x,acceleration_y,acceleration_z,inclination_xz,inclination_yz,max_wind_velocity,direct_max_wind_velocity,max_inst_wind_velocity,direct_max_inst_wind_velocity
2022-12-01 23:56:22 +07,2022-12-01 23:56:22 +07,32,1.02,62.299999,28,86,1009,0,0,0.01,0,0,0,1,4,7.6,1.462,47,2.644,344
2022-12-02 00:06:22 +07,2022-12-02 00:06:22 +07,32,1.037,64.5,28,86,1009,0,0,0.01,0,0,0,1,3.9,7.6,1.359,44,2.183,48
2022-12-02 00:16:22 +07,2022-12-02 00:16:21 +07,32,1.071,54.5,28,85,1008,0,0,0.01,0,0,0,1,4,7.6,1.501,60,2.087,55
2022-12-02 00:26:22 +07,2022-12-02 00:26:21 +07,32,1.178,57.700001,28,85,1008,0,0,0.01,0,0,0,1,3.9,7.6,1.695,45,2.416,38
2022-12-02 00:36:22 +07,2022-12-02 00:36:21 +07,32,1.024,55.799999,28,85,1008,0,0,0.01,0,0,0,1,3.9,7.6,1.77,37,2.303,25
2022-12-02 00:46:22 +07,2022-12-02 00:46:21 +07,32,0.696,51.299999,28,86,1008,0,0,0.01,0,0,0,1,4,7.6,1.271,44,1.639,23
2022-12-02 00:56:22 +07,2022-12-02 00:56:22 +07,32,0.612,48.299999,28,86,1008,0,0,0.01,0,0,0,1,4,7.6,0.899,38,1.464,38
2022-12-02 01:06:22 +07,2022-12-02 01:06:21 +07,32,0.772,57,28,85,1008,0,0,0.01,0,0,0,1,4,7.6,1.203,58,1.75,19
2022-12-02 01:16:22 +07,2022-12-02 01:16:21 +07,32,0.87,65.599998,28,84,1008,0,0,0.01,0,0,0,1,3.9,7.6,1.112,60,1.921,72
2022-12-02 01:26:22 +07,2022-12-02 01:26:21 +07,32,0.944,67.400002,28,84,1008,0,0,0.01,0,0,0,1,3.9,7.6,1.536,68,2.478,45
2022-12-02 01:36:22 +07,2022-12-02 01:36:22 +07,32,0.931,63.099998,28,84,1008,0,0,0.01,0,0,0,1,4,7.6,1.253,70,2.131,75
